Mod:Item:MetaData, Localized Name
thebetweenlands:items_plant_drop:42, Edge Moss Clump
thebetweenlands:items_plant_drop:43, Edge Leaf
thebetweenlands:items_plant_drop:44, Rotbulb Stalk
thebetweenlands:items_plant_drop:45, Pale Grass Blades
thebetweenlands:items_plant_drop:46, String Root Fibers
thebetweenlands:items_plant_drop:47, Cryptweed Blades
thebetweenlands:swamp_talisman:0, Swamp Talisman
thebetweenlands:swamp_talisman:1, Swamp Talisman Piece
thebetweenlands:swamp_talisman:2, Swamp Talisman Piece
thebetweenlands:swamp_talisman:3, Swamp Talisman Piece
thebetweenlands:swamp_talisman:4, Swamp Talisman Piece
thebetweenlands:weedwood_rowboat, Weedwood Rowboat
thebetweenlands:dentrothyst_shard_orange, Orange Dentrothyst Shard
thebetweenlands:dentrothyst_shard_green, Green Dentrothyst Shard
thebetweenlands:sap_ball, Ball of Sap
thebetweenlands:rotten_food, Rotten Food (%s)
thebetweenlands:middle_fruit_bush_seeds, White Pear Seeds
thebetweenlands:spores, Spores
thebetweenlands:aspectrus_seeds, Aspectrus Seeds
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:angler_meat_raw, Raw Angler Meat
thebetweenlands:angler_meat_cooked, Angler Meat Steak
thebetweenlands:frog_legs_raw, Raw Frog's Leg
thebetweenlands:frog_legs_cooked, Fried Frog's Leg
thebetweenlands:snail_flesh_raw, Raw Snail Flesh
thebetweenlands:snail_flesh_cooked, Seared Snail Flesh
thebetweenlands:reed_donut, Reed Donut
thebetweenlands:jam_donut, Jam Donut
thebetweenlands:gerts_donut, Gert's Donut
thebetweenlands:aspectrus_fruit, Aspectrus Fruit
thebetweenlands:puffshroom_tendril, Puffshroom Tendril
thebetweenlands:kraken_tentacle, Kraken Tentacle
thebetweenlands:kraken_calamari, Kraken Calamari
thebetweenlands:middle_fruit, White Pear
thebetweenlands:mince_pie, Mince Pie
thebetweenlands:christmas_pudding, Christmas Pudding
thebetweenlands:candy_cane, Candy Cane
thebetweenlands:weeping_blue_petal, Weeping Blue Petal
thebetweenlands:wight_heart, Wight's Heart
thebetweenlands:yellow_dotted_fungus, Yellow Dotted Fungus
thebetweenlands:silt_crab_claw, Silt Crab Claw
thebetweenlands:crab_stick, Crabstick
thebetweenlands:nettle_soup, Nettle Soup
thebetweenlands:sludge_jello, Sludge Jello
thebetweenlands:middle_fruit_jello, White Pear Jello
thebetweenlands:sap_jello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallow_pink, Pink Marshmallow
thebetweenlands:flat_head_mushroom_item, Flathead Mushroom
thebetweenlands:black_hat_mushroom_item, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom_item, Bulb-Capped Mushrooms
thebetweenlands:swamp_reed_item, Swamp Reed
thebetweenlands:swamp_kelp_item, Swamp Kelp
thebetweenlands:fried_swamp_kelp, Fried Swamp Kelp
thebetweenlands:forbidden_fig, Forbidden Fig
thebetweenlands:candy_blue, Blue Candy
thebetweenlands:candy_red, Red Candy
thebetweenlands:candy_yellow, Yellow Candy
thebetweenlands:chiromaw_wing, Chiromaw Wing
thebetweenlands:tangled_root, Tangled Root
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:spirit_fruit, Spirit Fruit
thebetweenlands:sushi, Sushi
thebetweenlands:bone_helmet, Bone Helmet
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:ancient_helmet, Ancient Helmet
thebetweenlands:ancient_chestplate, Ancient Chestplate
thebetweenlands:ancient_leggings, Ancient Leggings
thebetweenlands:ancient_boots, Ancient Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:spirit_tree_face_large_mask, Large Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask, Small Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask_animated, Small Animated Spirit Tree Face Mask
thebetweenlands:gallery_frame_small, Small Gallery Frame
thebetweenlands:gallery_frame_large, Large Gallery Frame
thebetweenlands:gallery_frame_very_large, Very Large Gallery Frame
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_greataxe, Valonite Greataxe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:living_weedwood_shield, Living Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:sludge_worm_arrow, Sludge Worm Arrow
thebetweenlands:shock_arrow, Shock Arrow
thebetweenlands:chiromaw_barb, Chiromaw Barb
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:predator_bow, Predator Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:ancient_greatsword, Ancient Greatsword
thebetweenlands:ancient_battle_axe, Ancient Battle Axe
thebetweenlands:pestle, Pestle
thebetweenlands:net, Net
thebetweenlands:lurker_skin_pouch, Lurker Skin Pouch
thebetweenlands:caving_rope, Caving Rope
thebetweenlands:grappling_hook, Grappling Hook
thebetweenlands:volarkite, Volarkite
thebetweenlands:simple_slingshot, Simple Slingshot
thebetweenlands:chirobarb_erupter, Chirobarb Erupter
thebetweenlands:chirobarb_shock_erupter, Chirobarb Shock Erupter
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eCanola Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eRefined Canola Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bCrystallized Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§dEmpowered Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPolluted Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPoison§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fAmber§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrystallized Obsidian§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fXP§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCandied Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPlant Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiodiesel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Concrete§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPotion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSwamp Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fStagnant Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTar§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Limonite§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Runium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten ChargedRunium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Rosite§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Blazium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Baronyte§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Lyon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Elecanium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Emberstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Ghastly§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Ghoulish§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Mystite§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Shyrestone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Varsium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFluided Mana§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eCanola Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eRefined Canola Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bCrystallized Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§dEmpowered Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPolluted Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Iron§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Gold§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Lead§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Copper§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Silver§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Dawnstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Tin§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Aluminum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Nickel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Bronze§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Electrum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fAlchemical Slurry§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPoison§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fAmber§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCrystallized Obsidian§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fXP§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCandied Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPlant Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiodiesel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Concrete§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPotion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSwamp Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fStagnant Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fTar§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Limonite§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Runium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten ChargedRunium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Rosite§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Blazium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Baronyte§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Lyon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Elecanium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Emberstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Ghastly§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Ghoulish§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Mystite§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Shyrestone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Varsium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fFluided Mana§f)
thebetweenlands:bl_bucket_rubber:0, Weedwood Bucket (§fRubber§f)
thebetweenlands:bl_bucket_rubber:1, Syrmorite Bucket (§fRubber§f)
thebetweenlands:bl_bucket_infusion:0, Weedwood Infusion Bucket
thebetweenlands:bl_bucket_plant_tonic:0, Plant Tonic
thebetweenlands:bl_bucket_plant_tonic:1, Plant Tonic
thebetweenlands:syrmorite_bucket_solid_rubber, Syrmorite Bucket With Solidified Rubber
thebetweenlands:astatos, Legendary Disc
thebetweenlands:between_you_and_me, Tribeman's Disc
thebetweenlands:christmas_on_the_marsh, Frosty Disc
thebetweenlands:the_explorer, Explorer's Disc
thebetweenlands:hag_dance, Music Disc
thebetweenlands:lonely_fire, Music Disc
thebetweenlands:mysterious_record, Mysterious Disc
thebetweenlands:ancient, Temple Disc
thebetweenlands:beneath_a_green_sky, Music Disc
thebetweenlands:dj_wights_mixtape, DJ Wight's Hot New Mixtape
thebetweenlands:onwards, Music Disc
thebetweenlands:stuck_in_the_mud, Music Disc
thebetweenlands:wandering_wisps, Music Disc
thebetweenlands:waterlogged, Music Disc
thebetweenlands:weedwood_door_item, Weedwood Door
thebetweenlands:syrmorite_door_item, Syrmorite Door
thebetweenlands:rubber_tree_plank_door_item, Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_item, Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_item, Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_item, Nibbletwig Plank Door
thebetweenlands:scabyst_door_item, Scabyst Door
thebetweenlands:weedwood_sign_item, Weedwood Sign
thebetweenlands:crimson_middle_gem, Crimson Middle Gem
thebetweenlands:aqua_middle_gem, Aqua Middle Gem
thebetweenlands:green_middle_gem, Green Middle Gem
thebetweenlands:life_crystal, Life Crystal
thebetweenlands:test_item, Test Item
thebetweenlands:test_item_chimp, Test Banana
thebetweenlands:test_item_chimp_ruler, Test Ruler
thebetweenlands:location_debug, Location Debug
thebetweenlands:pyrad_flame, Pyrad Flame
thebetweenlands:critter, item.thebetweenlands.critter.name
thebetweenlands:sludge_worm_egg_sac, Sludge Worm Egg Sac
thebetweenlands:chiromaw_egg, Chiromaw Hatchling
thebetweenlands:chiromaw_egg_lightning, Lightning Chiromaw Hatchling
thebetweenlands:chiromaw_tame, Tamed Chiromaw
thebetweenlands:chiromaw_tame_lightning, Tamed Lightning Chiromaw
thebetweenlands:shimmer_stone, Shimmerstone
thebetweenlands:tarminion, Tarminion
thebetweenlands:moss_bed_item, Moss Bed
thebetweenlands:sludge_ball, Sludge Ball
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:42, Poisonsting Elixir
